Order ID,Order Date,Ship Date,year,month,Customer ID,Segment,Country,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,profit margin(%),Delivery days
US-2016-118983,1970-01-01 00:00:00.000042696,1970-01-01 00:00:00.000042700,1970,January,HP-14815,Home Office,United States,Fort Worth,Central,Office Supplies,Binders,2.5439999999999996,3,0.8,-3.8160000000000016,-150.0,0
CA-2015-105893,1970-01-01 00:00:00.000042319,1970-01-01 00:00:00.000042326,1970,January,PK-19075,Consumer,United States,Madison,Central,Office Supplies,Storage,665.88,6,0.0,13.317599999999999,2.0,0
CA-2015-167164,1970-01-01 00:00:00.000042137,1970-01-01 00:00:00.000042139,1970,January,AG-10270,Consumer,United States,West Jordan,West,Office Supplies,Storage,55.5,2,0.0,9.989999999999995,18.0,0
CA-2015-143336,1970-01-01 00:00:00.000042243,1970-01-01 00:00:00.000042248,1970,January,ZD-21925,Consumer,United States,San Francisco,West,Office Supplies,Art,8.56,2,0.0,2.4823999999999993,29.0,0
CA-2015-143336,1970-01-01 00:00:00.000042243,1970-01-01 00:00:00.000042248,1970,January,ZD-21925,Consumer,United States,San Francisco,West,Technology,Phones,213.48000000000002,3,0.2,16.01099999999998,7.5,0
CA-2015-143336,1970-01-01 00:00:00.000042243,1970-01-01 00:00:00.000042248,1970,January,ZD-21925,Consumer,United States,San Francisco,West,Office Supplies,Binders,22.72,4,0.2,7.383999999999999,32.5,0
CA-2017-137330,1970-01-01 00:00:00.000043078,1970-01-01 00:00:00.000043082,1970,January,KB-16585,Corporate,United States,Fremont,Central,Office Supplies,Art,19.459999999999997,7,0.0,5.0596,26.0,0
CA-2017-137330,1970-01-01 00:00:00.000043078,1970-01-01 00:00:00.000043082,1970,January,KB-16585,Corporate,United States,Fremont,Central,Office Supplies,Appliances,60.339999999999996,7,0.0,15.688400000000001,26.0,0
US-2018-156909,1970-01-01 00:00:00.000043297,1970-01-01 00:00:00.000043299,1970,January,SF-20065,Consumer,United States,Philadelphia,East,Furniture,Chairs,71.37199999999999,2,0.3,-1.0196000000000005,-1.43,0
CA-2016-106320,1970-01-01 00:00:00.000042638,1970-01-01 00:00:00.000042643,1970,January,EB-13870,Consumer,United States,Orem,West,Furniture,Tables,1044.6299999999999,3,0.0,240.2649,23.0,0
CA-2017-121755,1970-01-01 00:00:00.000042751,1970-01-01 00:00:00.000042755,1970,January,EH-13945,Consumer,United States,Los Angeles,West,Office Supplies,Binders,11.648000000000001,2,0.2,4.2224,36.25,0
CA-2017-121755,1970-01-01 00:00:00.000042751,1970-01-01 00:00:00.000042755,1970,January,EH-13945,Consumer,United States,Los Angeles,West,Technology,Accessories,90.57000000000001,3,0.0,11.774100000000004,13.0,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Furniture,Bookcases,3083.4300000000003,7,0.5,-1665.0522,-54.0,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Office Supplies,Binders,9.618000000000002,2,0.7,-7.0532,-73.33,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Furniture,Furnishings,124.20000000000002,3,0.2,15.524999999999991,12.5,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Office Supplies,Envelopes,3.2640000000000002,2,0.2,1.1015999999999997,33.75,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Office Supplies,Art,86.304,6,0.2,9.709199999999989,11.25,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Office Supplies,Binders,6.858000000000001,6,0.7,-5.715,-83.33,0
US-2016-150630,1970-01-01 00:00:00.000042630,1970-01-01 00:00:00.000042634,1970,January,TB-21520,Consumer,United States,Philadelphia,East,Office Supplies,Art,15.76,2,0.2,3.5460000000000007,22.5,0
CA-2018-107727,1970-01-01 00:00:00.000043392,1970-01-01 00:00:00.000043396,1970,January,MA-17560,Home Office,United States,Houston,Central,Office Supplies,Paper,29.472,3,0.2,9.946799999999998,33.75,0
CA-2017-117590,1970-01-01 00:00:00.000043077,1970-01-01 00:00:00.000043079,1970,January,GH-14485,Corporate,United States,Richardson,Central,Technology,Phones,1097.5440000000003,7,0.2,123.4736999999999,11.25,0
CA-2017-117590,1970-01-01 00:00:00.000043077,1970-01-01 00:00:00.000043079,1970,January,GH-14485,Corporate,United States,Richardson,Central,Furniture,Furnishings,190.92,5,0.6,-147.96300000000002,-77.5,0
CA-2016-117415,1970-01-01 00:00:00.000042731,1970-01-01 00:00:00.000042735,1970,January,SN-20710,Home Office,United States,Houston,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415,31.25,0
CA-2016-117415,1970-01-01 00:00:00.000042731,1970-01-01 00:00:00.000042735,1970,January,SN-20710,Home Office,United States,Houston,Central,Furniture,Bookcases,532.3992,3,0.32,-46.97640000000001,-8.82,0
CA-2016-117415,1970-01-01 00:00:00.000042731,1970-01-01 00:00:00.000042735,1970,January,SN-20710,Home Office,United States,Houston,Central,Furniture,Chairs,212.058,3,0.3,-15.146999999999991,-7.14,0
CA-2016-117415,1970-01-01 00:00:00.000042731,1970-01-01 00:00:00.000042735,1970,January,SN-20710,Home Office,United States,Houston,Central,Technology,Phones,371.168,4,0.2,41.75639999999996,11.25,0
CA-2018-120999,1970-01-01 00:00:00.000043353,1970-01-01 00:00:00.000043358,1970,January,LC-16930,Corporate,United States,Naperville,Central,Technology,Phones,147.168,4,0.2,16.556399999999996,11.25,0
CA-2017-101343,1970-01-01 00:00:00.000042933,1970-01-01 00:00:00.000042938,1970,January,RA-19885,Corporate,United States,Los Angeles,West,Office Supplies,Storage,77.88,2,0.0,3.8939999999999912,5.0,0
CA-2018-139619,1970-01-01 00:00:00.000043362,1970-01-01 00:00:00.000043366,1970,January,ES-14080,Corporate,United States,Melbourne,South,Office Supplies,Storage,95.616,2,0.2,9.56160000000001,10.0,0
CA-2017-118255,1970-01-01 00:00:00.000042805,1970-01-01 00:00:00.000042807,1970,January,ON-18715,Corporate,United States,Eagan,Central,Technology,Accessories,45.98,2,0.0,19.7714,43.0,0
CA-2017-118255,1970-01-01 00:00:00.000042805,1970-01-01 00:00:00.000042807,1970,January,ON-18715,Corporate,United States,Eagan,Central,Office Supplies,Binders,17.46,2,0.0,8.206199999999999,47.0,0
CA-2015-146703,1970-01-01 00:00:00.000042297,1970-01-01 00:00:00.000042302,1970,January,PO-18865,Consumer,United States,Westland,Central,Office Supplies,Storage,211.96,4,0.0,8.478399999999993,4.0,0
CA-2017-169194,1970-01-01 00:00:00.000042906,1970-01-01 00:00:00.000042911,1970,January,LH-16900,Consumer,United States,Dover,East,Technology,Accessories,45.0,3,0.0,4.950000000000001,11.0,0
CA-2017-169194,1970-01-01 00:00:00.000042906,1970-01-01 00:00:00.000042911,1970,January,LH-16900,Consumer,United States,Dover,East,Technology,Phones,21.8,2,0.0,6.104000000000001,28.0,0
CA-2016-115742,1970-01-01 00:00:00.000042478,1970-01-01 00:00:00.000042482,1970,January,DP-13000,Consumer,United States,New Albany,Central,Office Supplies,Binders,38.22,6,0.0,17.9634,47.0,0
CA-2016-115742,1970-01-01 00:00:00.000042478,1970-01-01 00:00:00.000042482,1970,January,DP-13000,Consumer,United States,New Albany,Central,Office Supplies,Labels,75.17999999999999,6,0.0,35.334599999999995,47.0,0
CA-2016-115742,1970-01-01 00:00:00.000042478,1970-01-01 00:00:00.000042482,1970,January,DP-13000,Consumer,United States,New Albany,Central,Furniture,Furnishings,6.16,2,0.0,2.9568,48.0,0
CA-2016-115742,1970-01-01 00:00:00.000042478,1970-01-01 00:00:00.000042482,1970,January,DP-13000,Consumer,United States,New Albany,Central,Furniture,Chairs,89.99,1,0.0,17.098099999999988,19.0,0
CA-2017-105816,1970-01-01 00:00:00.000043080,1970-01-01 00:00:00.000043086,1970,January,JM-15265,Corporate,United States,New York City,East,Office Supplies,Fasteners,15.260000000000002,7,0.0,6.256600000000001,41.0,0
CA-2017-105816,1970-01-01 00:00:00.000043080,1970-01-01 00:00:00.000043086,1970,January,JM-15265,Corporate,United States,New York City,East,Technology,Phones,1029.95,5,0.0,298.6855,29.0,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Office Supplies,Storage,208.56,6,0.0,52.139999999999986,25.0,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001,48.0,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Furniture,Chairs,319.41,5,0.1,7.098000000000006,2.22,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Office Supplies,Paper,14.56,2,0.0,6.9888,48.0,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Technology,Accessories,30.0,2,0.0,3.3000000000000007,11.0,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Office Supplies,Binders,48.480000000000004,4,0.2,16.362,33.75,0
CA-2017-111682,1970-01-01 00:00:00.000042903,1970-01-01 00:00:00.000042904,1970,January,TB-21055,Consumer,United States,Troy,East,Office Supplies,Art,1.68,1,0.0,0.84,50.0,0
CA-2016-135545,1970-01-01 00:00:00.000042698,1970-01-01 00:00:00.000042704,1970,January,KM-16720,Consumer,United States,Los Angeles,West,Technology,Accessories,13.98,2,0.0,6.151200000000001,44.0,0
CA-2016-135545,1970-01-01 00:00:00.000042698,1970-01-01 00:00:00.000042704,1970,January,KM-16720,Consumer,United States,Los Angeles,West,Office Supplies,Binders,25.824,6,0.2,9.3612,36.25,0
CA-2016-135545,1970-01-01 00:00:00.000042698,1970-01-01 00:00:00.000042704,1970,January,KM-16720,Consumer,United States,Los Angeles,West,Office Supplies,Paper,146.73,3,0.0,68.9631,47.0,0
CA-2016-135545,1970-01-01 00:00:00.000042698,1970-01-01 00:00:00.000042704,1970,January,KM-16720,Consumer,United States,Los Angeles,West,Furniture,Furnishings,79.76,4,0.0,22.332800000000006,28.0,0
US-2016-164175,1970-01-01 00:00:00.000042490,1970-01-01 00:00:00.000042495,1970,January,PS-18970,Home Office,United States,Chicago,Central,Furniture,Chairs,213.11499999999998,5,0.3,-15.22250000000001,-7.14,0
CA-2015-106376,1970-01-01 00:00:00.000042343,1970-01-01 00:00:00.000042348,1970,January,BS-11590,Corporate,United States,Gilbert,West,Office Supplies,Art,1113.0240000000001,8,0.2,111.30239999999998,10.0,0
CA-2015-106376,1970-01-01 00:00:00.000042343,1970-01-01 00:00:00.000042348,1970,January,BS-11590,Corporate,United States,Gilbert,West,Technology,Phones,167.96800000000002,4,0.2,62.988,37.5,0
CA-2017-119823,1970-01-01 00:00:00.000042890,1970-01-01 00:00:00.000042892,1970,January,KD-16270,Consumer,United States,Springfield,South,Office Supplies,Paper,75.88,2,0.0,35.663599999999995,47.0,0
CA-2017-106075,1970-01-01 00:00:00.000042996,1970-01-01 00:00:00.000043001,1970,January,HM-14980,Consumer,United States,New York City,East,Office Supplies,Binders,4.616,1,0.2,1.7309999999999999,37.5,0
CA-2018-114440,1970-01-01 00:00:00.000043357,1970-01-01 00:00:00.000043360,1970,January,TB-21520,Consumer,United States,Jackson,Central,Office Supplies,Paper,19.049999999999997,3,0.0,8.763,46.0,0
US-2016-134026,1970-01-01 00:00:00.000042486,1970-01-01 00:00:00.000042492,1970,January,JE-15745,Consumer,United States,Memphis,South,Furniture,Chairs,831.9360000000001,8,0.2,-114.39120000000003,-13.75,0
US-2016-134026,1970-01-01 00:00:00.000042486,1970-01-01 00:00:00.000042492,1970,January,JE-15745,Consumer,United States,Memphis,South,Furniture,Furnishings,97.04,2,0.2,1.2129999999999974,1.25,0
US-2016-134026,1970-01-01 00:00:00.000042486,1970-01-01 00:00:00.000042492,1970,January,JE-15745,Consumer,United States,Memphis,South,Office Supplies,Storage,72.784,1,0.2,-18.196,-25.0,0
US-2018-118038,1970-01-01 00:00:00.000043443,1970-01-01 00:00:00.000043445,1970,January,KB-16600,Corporate,United States,Houston,Central,Office Supplies,Binders,1.2479999999999998,3,0.8,-1.9344000000000006,-155.0,0
US-2018-118038,1970-01-01 00:00:00.000043443,1970-01-01 00:00:00.000043445,1970,January,KB-16600,Corporate,United States,Houston,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248000000000015,-60.0,0
US-2018-118038,1970-01-01 00:00:00.000043443,1970-01-01 00:00:00.000043445,1970,January,KB-16600,Corporate,United States,Houston,Central,Office Supplies,Storage,27.240000000000002,3,0.2,2.724000000000002,10.0,0
US-2015-147606,1970-01-01 00:00:00.000042334,1970-01-01 00:00:00.000042339,1970,January,JE-15745,Consumer,United States,Houston,Central,Furniture,Furnishings,19.3,5,0.6,-14.475000000000001,-75.0,0
CA-2017-127208,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20770,Corporate,United States,Decatur,South,Office Supplies,Appliances,208.16,1,0.0,56.20320000000001,27.0,0
CA-2017-127208,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20770,Corporate,United States,Decatur,South,Office Supplies,Binders,16.740000000000002,3,0.0,8.0352,48.0,0
CA-2015-139451,1970-01-01 00:00:00.000042289,1970-01-01 00:00:00.000042293,1970,January,DN-13690,Consumer,United States,San Francisco,West,Office Supplies,Art,14.9,5,0.0,4.172000000000001,28.0,0
CA-2015-139451,1970-01-01 00:00:00.000042289,1970-01-01 00:00:00.000042293,1970,January,DN-13690,Consumer,United States,San Francisco,West,Office Supplies,Storage,21.39,1,0.0,6.203099999999999,29.0,0
CA-2016-149734,1970-01-01 00:00:00.000042616,1970-01-01 00:00:00.000042621,1970,January,JC-16105,Corporate,United States,Durham,South,Office Supplies,Envelopes,200.98400000000004,7,0.2,62.807499999999976,31.25,0
US-2018-119662,1970-01-01 00:00:00.000043417,1970-01-01 00:00:00.000043420,1970,January,CS-12400,Home Office,United States,Chicago,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,-21.25,0
CA-2018-140088,1970-01-01 00:00:00.000043248,1970-01-01 00:00:00.000043250,1970,January,PO-18865,Consumer,United States,Columbia,South,Furniture,Chairs,301.96,2,0.0,33.215599999999995,11.0,0
CA-2018-155558,1970-01-01 00:00:00.000043399,1970-01-01 00:00:00.000043406,1970,January,PG-18895,Consumer,United States,Rochester,Central,Technology,Accessories,19.99,1,0.0,6.796599999999998,34.0,0
CA-2018-155558,1970-01-01 00:00:00.000043399,1970-01-01 00:00:00.000043406,1970,January,PG-18895,Consumer,United States,Rochester,Central,Office Supplies,Labels,6.16,2,0.0,2.9568,48.0,0
CA-2017-159695,1970-01-01 00:00:00.000042830,1970-01-01 00:00:00.000042835,1970,January,GM-14455,Home Office,United States,Houston,Central,Office Supplies,Storage,158.36800000000002,7,0.2,13.857199999999999,8.75,0
CA-2017-109806,1970-01-01 00:00:00.000042995,1970-01-01 00:00:00.000043000,1970,January,JS-15685,Corporate,United States,Los Angeles,West,Office Supplies,Art,20.1,3,0.0,6.632999999999998,33.0,0
CA-2017-109806,1970-01-01 00:00:00.000042995,1970-01-01 00:00:00.000043000,1970,January,JS-15685,Corporate,United States,Los Angeles,West,Technology,Phones,73.584,2,0.2,8.278199999999998,11.25,0
CA-2017-109806,1970-01-01 00:00:00.000042995,1970-01-01 00:00:00.000043000,1970,January,JS-15685,Corporate,United States,Los Angeles,West,Office Supplies,Paper,6.48,1,0.0,3.1104000000000003,48.0,0
CA-2016-149587,1970-01-01 00:00:00.000042400,1970-01-01 00:00:00.000042405,1970,January,KB-16315,Consumer,United States,Minneapolis,Central,Office Supplies,Paper,12.96,2,0.0,6.2208000000000006,48.0,0
CA-2016-149587,1970-01-01 00:00:00.000042400,1970-01-01 00:00:00.000042405,1970,January,KB-16315,Consumer,United States,Minneapolis,Central,Furniture,Furnishings,53.34,3,0.0,16.535399999999996,31.0,0
CA-2016-149587,1970-01-01 00:00:00.000042400,1970-01-01 00:00:00.000042405,1970,January,KB-16315,Consumer,United States,Minneapolis,Central,Office Supplies,Binders,32.96,2,0.0,16.1504,49.0,0
US-2018-109484,1970-01-01 00:00:00.000043410,1970-01-01 00:00:00.000043416,1970,January,RB-19705,Home Office,United States,Portland,West,Office Supplies,Binders,5.682000000000001,1,0.7,-3.7880000000000003,-66.67,0
CA-2018-161018,1970-01-01 00:00:00.000043413,1970-01-01 00:00:00.000043415,1970,January,PN-18775,Home Office,United States,New York City,East,Furniture,Furnishings,96.53,7,0.0,40.5426,42.0,0
CA-2018-157833,1970-01-01 00:00:00.000043268,1970-01-01 00:00:00.000043271,1970,January,KD-16345,Consumer,United States,San Francisco,West,Office Supplies,Binders,51.312,3,0.2,17.9592,35.0,0
CA-2017-149223,1970-01-01 00:00:00.000042984,1970-01-01 00:00:00.000042989,1970,January,ER-13855,Corporate,United States,Saint Paul,Central,Office Supplies,Appliances,77.88,6,0.0,22.585199999999993,29.0,0
CA-2017-158568,1970-01-01 00:00:00.000042976,1970-01-01 00:00:00.000042980,1970,January,RB-19465,Home Office,United States,Chicago,Central,Office Supplies,Paper,64.624,7,0.2,22.618399999999994,35.0,0
CA-2017-158568,1970-01-01 00:00:00.000042976,1970-01-01 00:00:00.000042980,1970,January,RB-19465,Home Office,United States,Chicago,Central,Technology,Accessories,95.97600000000001,3,0.2,-10.79730000000001,-11.25,0
CA-2017-158568,1970-01-01 00:00:00.000042976,1970-01-01 00:00:00.000042980,1970,January,RB-19465,Home Office,United States,Chicago,Central,Office Supplies,Binders,1.7879999999999996,3,0.8,-3.0396,-170.0,0
CA-2017-129903,1970-01-01 00:00:00.000043070,1970-01-01 00:00:00.000043073,1970,January,GZ-14470,Consumer,United States,Rochester,Central,Office Supplies,Paper,23.92,4,0.0,11.7208,49.0,0
US-2016-156867,1970-01-01 00:00:00.000042687,1970-01-01 00:00:00.000042691,1970,January,LC-16870,Consumer,United States,Aurora,West,Technology,Accessories,238.89600000000002,6,0.2,-26.875800000000012,-11.25,0
US-2016-156867,1970-01-01 00:00:00.000042687,1970-01-01 00:00:00.000042691,1970,January,LC-16870,Consumer,United States,Aurora,West,Furniture,Furnishings,102.35999999999999,3,0.2,-3.8385000000000105,-3.75,0
US-2016-156867,1970-01-01 00:00:00.000042687,1970-01-01 00:00:00.000042691,1970,January,LC-16870,Consumer,United States,Aurora,West,Office Supplies,Binders,36.882000000000005,3,0.7,-25.8174,-70.0,0
CA-2018-119004,1970-01-01 00:00:00.000043427,1970-01-01 00:00:00.000043432,1970,January,JM-15250,Consumer,United States,Charlotte,South,Technology,Accessories,74.11200000000001,8,0.2,17.6016,23.75,0
CA-2018-119004,1970-01-01 00:00:00.000043427,1970-01-01 00:00:00.000043432,1970,January,JM-15250,Consumer,United States,Charlotte,South,Technology,Phones,27.992000000000004,1,0.2,2.0993999999999993,7.5,0
CA-2018-119004,1970-01-01 00:00:00.000043427,1970-01-01 00:00:00.000043432,1970,January,JM-15250,Consumer,United States,Charlotte,South,Office Supplies,Art,3.3040000000000003,1,0.2,1.0737999999999999,32.5,0
CA-2016-129476,1970-01-01 00:00:00.000042658,1970-01-01 00:00:00.000042663,1970,January,PA-19060,Home Office,United States,Orland Park,Central,Technology,Accessories,339.96000000000004,5,0.2,67.99199999999996,20.0,0
CA-2018-146780,1970-01-01 00:00:00.000043459,1970-01-01 00:00:00.000043464,1970,January,CV-12805,Corporate,United States,New York City,East,Furniture,Furnishings,41.96,2,0.0,10.909600000000001,26.0,0
CA-2017-128867,1970-01-01 00:00:00.000043042,1970-01-01 00:00:00.000043049,1970,January,CL-12565,Consumer,United States,Urbandale,Central,Office Supplies,Art,75.96,2,0.0,22.78799999999999,30.0,0
CA-2017-128867,1970-01-01 00:00:00.000043042,1970-01-01 00:00:00.000043049,1970,January,CL-12565,Consumer,United States,Urbandale,Central,Office Supplies,Binders,27.240000000000002,6,0.0,13.3476,49.0,0
CA-2015-115259,1970-01-01 00:00:00.000042241,1970-01-01 00:00:00.000042243,1970,January,RC-19960,Consumer,United States,Columbus,East,Office Supplies,Fasteners,40.096000000000004,14,0.2,14.534799999999997,36.25,0
CA-2015-115259,1970-01-01 00:00:00.000042241,1970-01-01 00:00:00.000042243,1970,January,RC-19960,Consumer,United States,Columbus,East,Office Supplies,Envelopes,4.720000000000001,2,0.2,1.6519999999999997,35.0,0
CA-2015-115259,1970-01-01 00:00:00.000042241,1970-01-01 00:00:00.000042243,1970,January,RC-19960,Consumer,United States,Columbus,East,Office Supplies,Paper,23.976000000000003,3,0.2,7.492499999999999,31.25,0
CA-2015-115259,1970-01-01 00:00:00.000042241,1970-01-01 00:00:00.000042243,1970,January,RC-19960,Consumer,United States,Columbus,East,Office Supplies,Envelopes,130.464,6,0.2,44.0316,33.75,0
CA-2016-110457,1970-01-01 00:00:00.000042431,1970-01-01 00:00:00.000042435,1970,January,DK-13090,Consumer,United States,Seattle,West,Furniture,Tables,787.53,3,0.0,165.38129999999995,21.0,0
US-2016-136476,1970-01-01 00:00:00.000042465,1970-01-01 00:00:00.000042470,1970,January,GG-14650,Corporate,United States,Bristol,South,Office Supplies,Binders,157.79400000000004,1,0.7,-115.7156,-73.33,0
CA-2017-103730,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20725,Consumer,United States,Wilmington,East,Furniture,Furnishings,47.04,3,0.0,18.345599999999997,39.0,0
CA-2017-103730,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20725,Consumer,United States,Wilmington,East,Office Supplies,Binders,30.84,4,0.0,13.878,45.0,0
CA-2017-103730,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20725,Consumer,United States,Wilmington,East,Office Supplies,Storage,226.56,6,0.0,63.436800000000005,28.0,0
CA-2017-103730,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20725,Consumer,United States,Wilmington,East,Office Supplies,Envelopes,115.02,9,0.0,51.75899999999999,45.0,0
CA-2017-103730,1970-01-01 00:00:00.000042898,1970-01-01 00:00:00.000042901,1970,January,SC-20725,Consumer,United States,Wilmington,East,Technology,Phones,68.04,7,0.0,19.731599999999997,29.0,0
US-2015-152030,1970-01-01 00:00:00.000042364,1970-01-01 00:00:00.000042366,1970,January,AD-10180,Home Office,United States,Houston,Central,Furniture,Chairs,600.558,3,0.3,-8.579400000000078,-1.43,0
US-2015-134614,1970-01-01 00:00:00.000042267,1970-01-01 00:00:00.000042272,1970,January,PF-19165,Consumer,United States,Bloomington,Central,Furniture,Tables,617.7,6,0.5,-407.68200000000013,-66.0,0
US-2018-107272,1970-01-01 00:00:00.000043409,1970-01-01 00:00:00.000043416,1970,January,TS-21610,Consumer,United States,Phoenix,West,Office Supplies,Binders,2.3880000000000003,2,0.7,-1.8308,-76.67,0
US-2018-107272,1970-01-01 00:00:00.000043409,1970-01-01 00:00:00.000043416,1970,January,TS-21610,Consumer,United States,Phoenix,West,Office Supplies,Storage,243.99200000000002,7,0.2,30.49899999999998,12.5,0
US-2017-125969,1970-01-01 00:00:00.000043045,1970-01-01 00:00:00.000043049,1970,January,LS-16975,Home Office,United States,Los Angeles,West,Furniture,Chairs,81.424,2,0.2,-9.160199999999996,-11.25,0
US-2017-125969,1970-01-01 00:00:00.000043045,1970-01-01 00:00:00.000043049,1970,January,LS-16975,Home Office,United States,Los Angeles,West,Furniture,Furnishings,238.56,3,0.0,26.241599999999977,11.0,0
US-2018-164147,1970-01-01 00:00:00.000043133,1970-01-01 00:00:00.000043136,1970,January,DW-13585,Corporate,United States,Columbus,East,Technology,Phones,59.96999999999999,5,0.4,-11.993999999999993,-20.0,0
